candidate_name,article_title,date,source_url,article_text
Norberto Gonzales,"PH should aim for rice self-sufficiency, says Norberto Gonzales as other bets continue campaigning",26-Mar-25,https://www.gmanetwork.com/news/topstories/nation/940540/ph-should-aim-for-rice-self-sufficiency-says-norberto-gonzales-as-other-bets-continue-campaigning/story/,"Former National Security Adviser Norberto Gonzales said the Philippines should work to attain rice self-sufficiency to meet the needs of its population instead of relying on imports.

""Food security is important.† Every time we need rice, we import it.† We import garlic, tomatoes, onions.† What's bad is the prices of these commodities are being controlled,"" the senatorial candidate said.

""We are the biggest rice importer in the world today. How did this happen when we have the technology, the land, we can produce our own,"" added Gonzales in an interview over Radyo Pilipino, which was aired on its social media page.

In a separate statement, former Marine officer Ariel Querubin called on Filipinos to rekindle the ""bayanihan spirit"" amid the recent fire incidents.

Querubin visited displaced residents staying at a shelter in Barangay Krus na Ligas, Quezon City after a fire that affected at least 181 families."
Norberto Gonzales,Ex-DND chief Norberto Gonzales aims for Senate this time,7-Oct-24,https://www.philstar.com/headlines/2024/10/07/2390809/ex-dnd-chief-norberto-gonzales-aims-senate-time,"MANILA, Philippines ? Former Defense Secretary Norberto Gonzales files a certificate of candidacy (COC) hoping to bag a seat in the Senate, two years after his failed attempt for presidency. 

Gonzales filed his certificate on Monday, October 7, during the second to the last day for the filing of candidacies for the 2025 midterm elections. 

In his speech upon filing candidacy, he said he wanted to revisit the National Defense Act and the controversial Anti-Terrorism Act. 

He previously ran as a presidential aspirant during the 2022 elections, losing to President Ferdinand Marcos Jr.

He bagged 90,656 votes placing 9th out of the 10 candidates. 

Defense stint
Gonzales was appointed as national security adviser by former President Gloria Arroyo in February 2005.

He was afterward appointed as the defense secretary in 2007 where he served for a month and was replaced by current defense chief Gilberto Teodoro.

After Teodoro's announcement of his presidential candidacy in 2009 for the 2010 elections, Gonzales served as the secretary of national defense again from November 2009 until June 30, 2010."
Norberto Gonzales,"Gonzales: What worries him most
By",1-May-22,https://newsinfo.inquirer.net/1590409/gonzales-what-worries-him-most,"MANILA, Philippines ? At 75, the presidential race could be Norberto Gonzales? final political battle and one of his goals is to stop another Marcos from occupying MalacaÒang.

Gonzales served briefly as defense secretary and national security adviser to former President Gloria Macapagal-Arroyo, who now supports presidential aspirant Ferdinand Marcos Jr., the son of the ousted dictator he had fought against in the antidictatorship struggle.

ComScore Observer
He has been consistently at the bottom in preelection surveys of preferred candidates and in all likelihood won?t be the next president, and he kind of accepts that already.

Alternative candidate
But he would finish the race no matter what. He made this clear when he showed up for the controversial Easter Sunday press conference at Peninsula Manila alongside two other presidential candidates ? Manila Mayor Francisco ?Isko Moreno? Domagoso and Sen. Panfilo Lacson."
Norberto Gonzales,"Presidential bet Norberto Gonzales? claim that PH has no law vs. rebellion needs context
",19-Feb-22,https://www.tsek.ph/presidential-bet-norberto-gonzales-claim-that-ph-has-no-law-vs-rebellion-needs-context/,"Former Defense secretary Norberto Gonzales, who is running for president in the May 9 elections, claimed there is no ?specific law? defining and addressing the crime of rebellion in the Philippines.

This lacks context.

STATEMENT

During the Feb. 15 presidential debate organized by Sonshine Media Network International (SMNI) News, Gonzales responded to a question on what he would do, if elected, to ?end terrorist acts that ? kill innocent people? in the country.

He said in part:

?Ang problema natin wala tayong specific na batas para sa rebellion. Tinanggal natin ?yan. Kaya ?yung nangyari sa batang napatay, ang kaso na ?yan ay magiging kriminal ? ?Yan ang unang step kasi wala tayong batas tungkol sa rebellion.?

(Our problem is that there is no specific law for rebellion. We abolished it. That is why what happened to the kid who was killed, that case will be [treated as a] criminal [case] ? That is the first step because we do not have a law on rebellion.)

Source: The Manila Times, The SMNI Presidential Debate, Feb. 15, 2022, watch from 3:30:27 to 3:30:50 and 3:33:55 to 3:34:58
Gonzales, who served as secretary of National Defense and National Security Adviser under then-president Gloria Macapagal-Arroyo, was referring to the June 2021 death of collegiate athlete Keith Absalon in a roadside explosion in Masbate. The Communist Party of the Philippines (CPP) and its armed wing, the New People?s Army (NPA), had taken ?full responsibility? for the incident.

The former security official repeated his claim later on in the debate when asked if he views the CPP-NPA-NDF (National Democratic Front) as a ?friend or foe.? He said:

?Sorry, ako, kaaway. Pero wala tayong batas na nagde-define kung paano natin titignan o bibigyan ng solusyon ang ganitong klaseng kaaway (CPP-NPA-NDF). Wala tayong batas tungkol sa rebelyon. Kailangan magkameron (sic) ? maging maayos ang usapan diyan.?

(Sorry, for me, foe. We don?t have a law that defines how to look at or address such an enemy. We don?t have a law on rebellion. We should have one ? discussions on this should straighten it out.)"
Norberto Gonzales,"Gonzales apologizes to VP, says he was ?uncomfortable? with withdrawal call",19-Apr-22,https://newsinfo.inquirer.net/1584715/gonzales-apologizes-to-vp-says-he-was-uncomfortable-with-withdrawal-call,"MANILA, Philippines ? Presidential candidate and former Defense Secretary Norberto Gonzales on Tuesday apologized to Vice President Leni Robredo over the controversial Easter Sunday press conference, admitting he felt ?uncomfortable? when Manila Mayor Francisco ?Isko Moreno? Domagoso called for her withdrawal from the race.

?I?m apologizing to her. Because what we need is something better after the elections, whoever wins,? Gonzales said in an ANC interview.

He also stressed that he is not ?anti-Robredo,? saying she has the ?best chance of really challenging? the current survey frontrunner, former Senator Ferdinand ?Bongbong? Marcos Jr.

?I am not anti-Robredo?So far, if we will draw from the survey, she has the best chance of really challenging BBM,? he said.

On Sunday, Gonzales joined fellow contenders Senator Panfilo Lacson and Moreno in a press conference, where they insisted that none of them will back out from their respective bids, citing alleged attempts to convince them to do so."
Norberto Gonzales,Gonzales hints at ?communist infiltration? in Robredo?s campaign,17-Apr-22,https://www.pna.gov.ph/articles/1172297,"MANILA ? If alleged threats from the camp of Vice President Leni Robredo were true to sow ?possible terrorist action? in the event Ferdinand Marcos Jr. wins in the May 9 elections, then communist elements may have infiltrated the campaign of the country?s No. 2 official.

Presidential aspirant and former Defense secretary Norberto Gonzales said Sunday he is still verifying if the threat indeed came from the Robredo group.

?Ang tinitingnan ko talaga kung talagang nanggaling sa Vice President iyan. Hindi niya talaga pinaniniwalaan ang resulta ng survey kaya naghahanap na sila ng other options, possibilities dito sa sinasabing possible terrorist action (What I'm really looking at is if those really came from the Vice President?s camp. She doesn't really believe in the results of surveys so they are now searching for other options and possibilities here, on that alleged possible terrorist action),? Gonzales, also a former National Security adviser, said during a press conference at The Peninsula Manila Hotel in Makati City with fellow candidates Sen. Panfilo Lacson and Manila Mayor Francisco ?Isko Moreno? Domagoso.

?Hindi ko masasabi na walang communist element sa grupo ni (I can?t say that there?s no communist elements within the group of) Vice President. I can say, yeah, there are, there are,? he added.

He said there?s still time to verify the legitimacy of the alleged planned violence.

?Pero depende sa strategy na pinag-uusapan. Pero kung ang Vice President ay dyan nagbibigay at magsabi ng certain options, ang eksperto dyan ay ?yung mga komunista. Hindi ko alam kung how deep ?yung understanding pero ang komunista, iyan ang laging hinahanap niya ay ganyang klase ng operation kasi mas sanay sila dyan eh. Tingnan natin, may mga ilang weeks pa naman (But it depends on their strategy. But if the Vice President is providing and will say certain options, the experts in that field are the communists. I don?t know how deep their understanding is but the communists are always looking for that kind of operation because they are used to it. That?s why, but I don?t know. Let?s see, there?s still how many weeks),? Gonzales said.

This is not the first time that Robredo was linked to communist terrorist groups but she had repeatedly dismissed the so-called coalition.

National Task Force to End Local Communist Armed Conflict spokesperson for Sectoral Concerns, Communications Undersecretary Lorraine Marie Badoy, previously lashed at the Robredo camp as the alleged endorsement of Communist Party of the Philippines founder, Jose Maria Sison, ?is proof positive that this marriage made in the bowels of hell has been consummated?. (PNA)"
Jayvee Hinlo,Jayvee Hinlo vows reform of PH education system,26-Apr-25,https://www.gmanetwork.com/news/topstories/nation/944012/jayvee-hinlo-vows-reform-of-ph-s-education-system/story/,"LA PAZ, Iloilo City ? PDP Laban senatorial bet Atty. Jayvee Hinlo on Friday said he plans to propose changes to the country?s education system and instill patriotism starting from a young age, should he win in the 2025 midterm elections.

Hinlo, who hails from Bacolod City, said he will introduce the subject ?Philippine Patriotism and Ethics Studies? from Grade 1 up to college so that learners will better love the country and their fellow Filipinos.

?It is not about academics; it is about values formation,? he said at the grand rally of the Duterte-backed PDP Laban in Iloilo City.

Aside from Hinlo, Senator Ronald ?Bato? dela Rosa, Atty. Vic Rodriguez, Atty. Jimmy Bondoc and actor Philip Salvador also attended the event to woo voters in Western Visayas.

Detained pastor Apollo Quiboloy, meanwhile, was represented by his legal counsel, Atty. Israelito Torreon."
Jayvee Hinlo,Jayvee Hinlo emphasizes need for more jobs instead of 'ayuda',1-May-25,https://www.gmanetwork.com/news/topstories/nation/944601/jayvee-hinlo-emphasizes-need-for-more-jobs-instead-of-ayuda/story/,"SAN JOSE DEL MONTE, Bulacan ?- PDP Laban senatorial candidate Atty. Jayvee Hinlo said the government should be creating more jobs for Filipinos to address poverty, instead of distributing cash assistance or ayuda.

?Ang kailangan ng Pilipinas ay trabaho. Ang kailangan ng Pilipinas ang gobyerno na dapat paramihin ang trabaho,? Hinlo said in a campaign sortie in Bulacan province Wednesday.

(What the Philippines needs is work. What the country needs is a government that can provide more jobs.)"
Jayvee Hinlo,Senatorial bet Jayvee Hinlo leads pro-Duterte rally in Bacolod,13-Mar-25,https://www.rappler.com/philippines/visayas/senatorial-bet-jayvee-hinlo-leads-pro-duterte-rally-bacolod/,"NEGROS OCCIDENTAL, Philippines ? Supporters of ex-president Rodrigo Duterte staged a noise barrage and rally in Bacolod City on Wednesday night, March 12, denouncing his arrest and transfer to the International Criminal Court (ICC) in The Hague, Netherlands a day earlier.

The protest, led by senatorial candidate Jesus ?Jayvee? Hinlo Jr., deputy secretary general for the Visayas of the Partido Demokratiko Pilipino (PDP), drew an estimated 2,500 people to a candlelight and prayer rally at the Bacolod City Government Center, according to city police director Colonel Joeresty Coronica.

A motorcade of over 100 motorcycles and vehicles wound through the city, with participants blaring their horns. Coronica described the demonstration as ?orderly and peaceful? but said police remain on alert for any further protests.

?The crowd is unbelievable. It shows that many in Bacolod still love Tatay Digong,? said Hinlo, who served as undersecretary at the Department of the Interior and Local Government, board member of the Land Bank of the Philippines, and commissioner of the Presidential Anti-Corruption Commission during Duterte?s presidency. His candidacy received support from Duterte.

Protesters expressed their solidarity with Duterte, who was arrested upon his return from Hong Kong on Tuesday, March 11. The former leader faces trial at the ICC over alleged crimes against humanity related to his bloody war on drugs.

Duterte?s war on drugs, launched after he took office in 2016, led to thousands of deaths in police operations and vigilante-style killings. Human rights groups estimate that more than 30,000 people, mostly from poor communities, were killed. The campaign drew international condemnation, with the ICC opening an investigation into alleged extrajudicial killings, arbitrary detentions, and other abuses. 

Pastor David Bob Carillo of the Redeemer?s Missionary Baptist Church in Barangay Sum-ag said joining the rally was ?the best thing I can do to show opposition to the present administration.? He then prayed for Duterte.

?Walang iwanan!? said Bacolod-based lawyer John Deles. He rejected Duterte?s arrest, asserting that the former president was denied due process.

But many also do not support Duterte in Bacolod and Negros Occidental. Former Negros Occidental governor Rafael Coscolluela, for instance, took to social media: ?Above all the noise resulting from his arrest, please remember one thing ? he is being accorded due process. Exactly what ?tokhang? victims were deprived of.?

The Human Rights Advocates Negros (HRAN) said Duterte?s arrest marks a step toward justice for Rafael Atotubo, a 62-year-old trial lawyer who was gunned down in front of his house at the corner of AB PareÒo and Galo streets in Bacolod on August 23, 2018.

Atotubo, a member of the Free Legal Assistance Group (FLAG), was known for defending suspects in Bacolod and other parts of Negros Occidental facing drug-related charges.

His murder remains unsolved, but rights groups suspect it was part of the extrajudicial killings  linked to Duterte?s war on drugs.

HRAN has also attributed the murders of human rights lawyer Benjamin Ramos in Kabankalan City in 2018, Escalante Councilor and rights advocate Bernardino ?Toto? Patigas in 2019, and Negros Island Health Integrated Program officer Zara Alvarez in Bacolod in 2020 to the wave of EJKs under Duterte?s administration.

Like Atotubo?s case, the killings of Ramos, Patigas, and Alvarez remain unsolved.

The pocket rallies in Mindanao and Visayas were mostly led by politicians aspiring for different positions. In Cebu, local candidates allied with the Dutertes, staged similar pocket rallies to decry the former president?s arrest.

On Tuesday, Cebu gubernatorial aspirant Pam Baricuatro led a prayer rally for Duterte at the Plaza Independencia.

In Lapu-Lapu City, mayoral aspirant Paz Radaza and congressional aspirant Ryan Yuson led a Mass for Duterte, followed by a motorcade in Cordova town, on Wednesday. "
Jayvee Hinlo,"Jayvee Hinlo doubts surveys, says he?s confident in the Duterte slate?s victory
",5-May-25,https://abogado.com.ph/jayvee-hinlo-doubts-surveys-says-hes-confident-in-the-duterte-slates-victory/,"Lawyer and PDP-Laban senatorial candidate Jayvee Hinlo doesn?t put much faith in surveys.

Hinlo, who has been ranking outside the winners? circle in voter preference polls, said in a Facebook post that surveys are not believable.

He said he is confident in the victory of the ?Duterte 10? slate backed by former President Rodrigo Duterte.

He called on his supporters to make sure they vote on May 12 and to come in green, the team?s color."
Gringo Honasan,"Honasan on running sans slate: ?No regrets, always lessons learned?",14-Feb-25,https://www.inquirer.net/428882/honasan-on-running-sans-slate-no-regrets-always-lessons-learned/,"MANILA, Philippines ? Former senator Gringo Honasan said he has ?no regrets, always lessons learned? in running without a slate for the 2025 senatorial elections under the Reform PH People?s Party.

The remark came in response to a question at a news forum in San Juan City on Friday about his exclusion from President Ferdinand Marcos Jr.?s Alyansa para sa Bagong Pilipinas (Alliance for the New Philippines) slate despite running under his Uniteam slate in 2022.

When asked if he had any regrets about Uniteam, Honasan said, ?No. I have no regrets in what I do in my life but always lessons learned.?

?They included me because the platform was unity. What happened now? I was not included? If this administration slate is a derivative of the Uniteam, what unity are we showing to our people, especially to our children? That?s my concern,? he added.

Honasan is attempting a Senate comeback in the polls this coming May."
Gringo Honasan,Sandiganbayan orders arrest of Honasan over P30M pork barrel scam,10-Aug-17,https://www.pna.gov.ph/articles/1005684,"MANILA, Aug. 10 -- The Sandiganbayan has ordered the arrest of Senator Gregorio ?Gringo? Honasan in connection with the alleged PHP30 million pork barrel fund scam.

The anti-graft court issued the warrant of arrest for  violation of Republic Act No. 3019, or the ?Anti-Graft and Corrupt Practices Act?, which was filed by the Office of the Ombudsman?s (Ombudsman) Office of the Special Prosecutor (OSP) against Honasan.

?The Court finds that there is sufficient probable cause to hold the accused in this case for trial and issue a warrant of arrest for them,? the Sandiganbayan Second Division resolution said.

?After perusing the information and carefully evaluating the Joint Resolution dated Aug 9, 2016 and Joint Order dated April 12, 2017 both of the Office of the Ombudsman, as well as the supporting evidence, conformably with Section 5(a), Rule 112 of the Rules of Court, the Court finds that there is sufficient probable cause to hold the accused in this case for trial and issue a warrant of arrest against them,? the resolution added.

Likewise, ordered arrested are Honasan?s coordinator Michael Benjamin and former officials of the National Council for Muslim Filipino (NCMF) Mehol Sadain, Fedelina Aldanese, Galay Makalinggan, Aurora Aragon-Mabang and Olga Galido.

Also included in the case are  Focus Development Goals Foundation, Inc. officials Giovanni Manuel Gaerlan and Salvador Gaerlan.

Honasan allotted his Priority Development Assistance Fund (PDAF) to the NCMF, but it was found there was an alleged anomalous utilization of the PDAF.

Department of Budget and Management (DBM) records show that Honasan's PHP30 million PDAF was released in 2012. (PNA)"
Gringo Honasan,Palace releases Honasan?s appointment paper as new DICT chief,22-Nov-18,https://www.pna.gov.ph/index.php/articles/1054605,"MANILA -- MalacaÒang on Thursday released the appointment paper of Senator Gregorio ?Gringo? Honasan II, two weeks after he accepted President Rodrigo Duterte?s offer to head the Department of Information and Communications Technology (DICT).

Duterte signed Honasan?s appointment paper on Nov. 20, making him the second senator to get a Cabinet portfolio under the present administration.

In May 2017, Duterte appointed Senator Alan Peter Cayetano as foreign affairs chief but the latter eventually resigned to run as congressman of Taguig City in the 2019 mid-term polls.

With Honasan?s appointment, the Senate will now be left with only 22 members, including detained Senator Leila de Lima, who is facing illegal drugs-related charges.

Honasan, a former military colonel, replaced acting DICT Secretary Eliseo Rio Jr.

Under Rio?s supervision, Mislatel, a consortium composed of Udenna Corp. and Chelsea Logistics headed by Davao businessman Dennis Uy and China Telecom, got the government?s approval to become the country?s third major telco player.

Mislatel will compete with Philippine Long Distance Telephone (PLDT) Inc. and Globe Telecom.

Presidential Spokesperson Salvador Panelo said Duterte appointed Honasan based on ?trust and confidence and integrity?.

He said questions on the 70-year-old lawmaker?s competence in the field of information and communication will be up to the Commission on Appointments (CA), a congressional body.

?It is not for us to decide on that. It will be the Commission on Appointments. There will be vetting and he?ll have to respond to the questions on his competence,? Panelo said in a Palace press briefing on Thursday.

?When the President nominates, it?s for the Commission on Appoinents to approve the nomination,? he added. (PNA)"
Gringo Honasan,Honasan calls on poll bets to join bid to release Duterte,26-Mar-25,https://www.inquirer.net/433878/%E2%81%A0%E2%81%A0%E2%81%A0honasan-calls-on-2025-poll-bets-to-join-bid-to-release-duterte/,"MANILA, Philippines ? Senatorial candidate Gringo Honasan called on candidates for the 2025 national and local elections to join their petition to release former President Rodrigo Duterte from the International Criminal Court (ICC).

This came after Honasan and fellow senatorial candidate Rodante Marcoleta on Wednesday announced that a coalition of non-government organizations will be making a formal submission to the ICC regarding Duterte.

The submission will seek to request a leave for the court to address the validity of Duterte?s arrest and the ?urgent need? to release and return him to the Philippines.

?We are publicly asking all candidates, national and local, to join us here and turn this into a national issue,? Honasan said at a press conference at the University of the Philippines (UP) Diliman in Quezon City.

?Kahit anong pangako natin para sa mahirap, maraming programa, kapag hindi natin naayos yung sistema natin sa pagpapataw ng hustisya, walang kahulugan yan dahil ang problema natin systemic damage to institutions,? Honasan, a former senator, added."
Gringo Honasan,"Honasan, a key player in EDSA revolution, is part of Marcos-Duterte slate
",4-Feb-22,https://www.rappler.com/philippines/elections/gringo-honasan-part-marcos-jr-sara-duterte-senate-slate-2022/,"MANILA, Philippines ? Former senator and information secretary Gringo Honasan II, a retired soldier who played a key role in the 1986 People Power Revolution that ousted the late dictator Ferdinand Marcos, has joined the senatorial slate of Marcos? son, Ferdinand Jr.

Marcos announced this in a statement on Friday, February 4, making Honasan the 11th person to be in his slate with running mate Davao City Mayor Sara Duterte.

?We are pleased that he is now part of our senatorial slate. We believe that Senator Gringo will accomplish a lot in the Senate, coming up with laws that will help ensure better lives for our countrymen,? Marcos said.

Honasan was Juan Ponce Enrile?s aide-de-camp during the martial law years, and was a member of the Reform the Armed Forces Movement (RAM).

RAM is a group of soldiers first founded by young officers in response to corruption in the Philippine military during the late dictator Marcos? regime. The group continued to stage coups against Marcos? successor, Corazon Aquino.

For their attempts to overthrow the Aquino administration, they were charged with rebellion and arrested. Honasan himself was granted amnesty by Aquino?s successor, Fidel Ramos, in 1992. 

Honasan was also a leader of the 2004 Oakwood Mutiny against former president Gloria Macapagal-Arroyo, whose Lakas-CMD is carrying the vice presidential bid of Sara Duterte.

In 2016 when he ran for vice president against Marcos, Honasan said he believes that the sins of the dictator should not be blamed on the son.

Honasan is running for the Senate as an independent candidate. The Marcos-Duterte Uniteam so far has eleven in their slate, and is set to complete the 12-person lineup in time for their proclamation rally on February 8, also the start of the official campaign period.


Reform Party endorses Marcos-Duterte
The Reform Party, described as an offshoot of Honasan?s RAM, has also endorsed Marcos and Duterte.

?In a resolution issued on January 21, 2022, but was made public on Friday, February 4, 2022, signed by its president James A. Layug and other key officials, the party resolved to declare their support for the candidacies of Bongbong and Inday Sara,? said the Marcos camp in a statement.

Layug is a former member of the Magdalo group. Magdalo?s Antonio Trillanes IV is running for the Senate and is supporting opposition leader Vice Presidewnt Leni Robredo.

Reform, in October 2021, endorsed the candidacy of longtime Duterte aide Bong Go, who was then running for vice president under PDP-Laban. Reform did not endorse Senator Ronald dela Rosa even if he was the PDP-Laban presidential candidate at that time.

Go initially withdrew his vice presidential bid to run for president under another party, the obscure Pederalismo ng Dugong Dakilang Samahan, only to withdraw that candidacy later on. 

PDP-Laban has since ?adopted? Duterte?s daughter and Marcos Jr?s running-mate Sara as their vice president, but has thus far not picked a presidential candidate.

President Rodrigo Duterte himself has not endorsed a presidential candidate."
Gringo Honasan,"?Where Is Gringo?? Filipinos Ask : Once Hero, Now Hunted: Honasan Haunts a Nation","Sept. 1, 1987",https://www.latimes.com/archives/la-xpm-1987-09-01-mn-5349-story.html,"MANILA ? More than a decade ago, a young, idealistic Philippine army lieutenant named Gregorio Honasan was deeply concerned about the credibility of the armed forces as they battled thousands of armed Muslim secessionists on the southern island of Mindanao.

Honasan wanted to prove that body counts of enemy dead were accurate and not government propaganda, so he ordered his men to cut off the ears of each enemy soldier they killed and deliver them to their commander on a string.

?Then we told them, ?Just divide by two,? ? Honasan said with a smile.

Today, Honasan?s enemy is President Corazon Aquino, and that anecdote, related to The Times by now-Col. Honasan when he was still a national hero a year ago, reveals the ruthlessness as well as the depth of commitment of a man who is now the object of one of the biggest manhunts in Philippine history.

Honasan, known to almost every Filipino as Gringo, a nickname often given to men named Gregorio, has gone from hero to haunter in a year?s time.

At age 38, Honasan was the chief planner and executor of the February, 1986, rebellion that drove then-President Ferdinand E. Marcos into exile and brought Aquino to power. The nation instantly worshiped the ruggedly handsome combat veteran, who appeared on the cover of national magazines with an Uzi submachine gun over his shoulder and a confident smile on his face. Teen-age boys pursued him for autographs, and girls taped his photograph to the walls of their rooms.

Four days ago, Honasan tried it again. He and a band of rebellious troops, most of them the same military ideologues who took part in the uprising against Marcos, seized the same Defense Ministry building in the same military camp and issued the same appeal to fellow officers and men to join them in the interest of the nation?s future.

Disappeared Into Jungle

This time, Honasan failed. As loyalist Aquino forces led by Honasan?s former ally, armed forces Chief of Staff Fidel V. Ramos, were crushing his rebellion last Friday, Honasan fled Manila in a helicopter and disappeared into the labyrinth of mountains and jungles somewhere north of the capital.

The fact that Honasan is still alive and free has left the nation ill at ease, almost certain that the fierce young soldier--who is best known to Filipinos for parachuting into Muslim war zones with a pet cobra he called ?Tiffany? draped around his neck--will try again.

Aquino has directed the military to issue shoot-on-sight orders for Honasan and his fellow rebel commanders, among them Lt. Col. Tito Legaspi. Presidential aides have declared publicly that they want Honasan dead. And for a nation that thrives on war-movie heroes who inspire awe and terror, the question on most lips this week is: ?Where is Gringo??


Sensing the danger that Honasan could become an even more charismatic folk hero, a rebel with a cause in a culture that admires defiance, Aquino and Ramos both have launched a drive to discredit him and his men.

?Why is Gringo so glorified up to now?? Ramos, 60, growled to reporters Saturday as he toured the damaged camp that the rebels had used as their base. ?He?s a traitor. He is a big liar. He lied to his officers, he lied to his men and he lied to his country. He abandoned his men. He misled them, telling them they were going on a training mission. And he lied to the people, telling them he was for the people and then killing so many innocent civilians.?

Aquino has gone even further. In a speech to senior military commanders Sunday, she branded Honasan and his men as ?cowardly? murderers and defined the drama now being played out in the wake of the coup as a personal conflict between herself, as the force of good, and Honasan and his men as the ?forces of dictatorship and darkness.?

Personalizing even more the psychological battle with her now-invisible opponent, Aquino declared, ?The aim of the rebels was clearly to kill the president and her family.?

Although the killing of loyalist soldiers by Honasan?s rebels alienated many key military officers and men who might have been tempted to join Honasan last week, it is not clear that the government?s campaign to discredit Honasan is working on a civilian population that loves melodrama.

At least two major daily newspapers have responded positively to the anti-Honasan drive. The pro-Aquino Philippine Inquirer ran a front-page headline Sunday declaring ?Gringo a Coward,? and the respected Manila Chronicle published a story Monday that quoted Sen. Rene Saguisag, a former presidential adviser, as saying: ?The Gringo of today is not the Gringo of the other day. Gringo doesn?t smell like roses anymore.?

The Chronicle story concluded: ?In a manner of speaking, Col. Gregorio (Gringo) Honasan is dead, the myth and mystique of a professional soldier that he wove around his person shattered by the coup he led last Friday.?

Yet far more newspapers were filled with romanticized accounts of Honasan?s ?daring escape? from the ?clutches? of Ramos? loyalist troops. According to most accounts, Honasan and Legaspi fled by helicopter at the height of the government?s combined air strike and artillery barrage on the rebel stronghold.

And, from bank clerks and stockbrokers to taxi drivers and street vendors, dozens of civilians have told The Times that they see the entire war of words as an internal military conflict, a battle between an idealistic, colorful and now-hunted renegade officer and a tough, cigar-chomping, by-the-book chief of staff."
Gringo Honasan,Gringo Honasan files COC for Senate comeback bid in Eleksyon 2025,7-Oct-24,https://www.gmanetwork.com/news/topstories/nation/922816/gringo-honasan-coc-eleksyon-2025/story/,"Former Senator Gregorio ""Gringo"" Honasan II on Monday filed his certificate of candidacy (COC) for his Senate comeback bid in next year's midterm elections.

Should he win, Honasan, an independent candidate, vowed to continue pushing for economic and land reforms, as well as in national security.†

LIST: Senatorial aspirants for Eleksyon 2025

?We?ve been fighting for economic reforms, land reform, electoral reforms, social reforms, even reforms in our spiritual lives. That? the reason why I have decided to ask for another madate from the Filipino people,? Honasan told reporters.†

Honasan ran for senator in the 2022 elections under the tandem of former Senators Panfilo Lacson and Vicente Sotto III but failed to secure a Senate seat. Both Lacson and Sotto are likewise joining the senatorial race in 2025.†

Asked if he is still with the Macho bloc in the Senate, Honasan said: †?You cannot disband the Macho bloc? The Macho bloc, if it can be harnessed to address the highest public and national interest, it will continue to function whoever the members are.?

The bloc is composed of Lacson, Sotto and Senator Lito Lapid, who is seeking reelection in 2025.†

?We continue to remain the Macho bloc ? platform and program-based ? we?re not involved in personality conflicts? We?re trying to induce, ask, educate the Filipino people to make more informed, rational, intelligent choices, examining the platforms and programs that will impact on the real situation infornt of us which is food, clothing, shelter, education, health, and access to data. The new goal?that?s the context of how the Macho bloc came into be,? Honasan said."
Gringo Honasan,"Tell the story of EDSA', Honasan urges People Power participants",25-Feb-25,https://www.abs-cbn.com/news/nation/2025/2/25/-tell-the-story-of-edsa-honasan-urges-people-power-participants-1026,"Ex-senator Gregorio ?Gringo? Honasan II has a simple challenge to those who participated in the 1986 EDSA People Power Revolution: tell their story to the next generation and show them by example what it means to be Filipino.

Honasan, who played a key role in the People Power revolt that toppled President Ferdinand Marcos, said it is the responsibility of those who witnessed and participated in the revolt to teach their children about what happened that day.

?Ikuwento natin ang nangyari sa EDSA. Ikuwento natin bakit nagtipon [ang mga tao],? he said in a TeleRadyo Serbisyo interview.

Calling the Spirit of EDSA a ?work in progress?, Honasan said the four-day bloodless revolt was not targeted against a single person or administration ?but more for good government and reform.?"
Gringo Honasan,"Gringo Honasan on long-term plans for PH land, waters",8-Mar-25,https://www.abs-cbn.com/news/nation/2025/5/7/embo-residents-urge-taguig-makati-to-resolve-dispute-calmly-1850,Senatorial candidate Gringo Honasan said he wants to make a law determining the long-term uses or purposes of lands and waters in the country. ? Harapan 2025
